"speaker","party","gender","date","agenda","speechnumber","text","translated_text","language","scientific_prop","social_prop","speech_length","year","female","emotion_prop"
"Rasmus Andresen","Greens/EFA","Male",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",20,"Frau Präsidentin! Um die Klimakrise zu stoppen, müssen wir die ökonomischen Spielregeln verändern. Wir alle wissen, dass unser jetziges Finanz— und Wirtschaftssystem den Ressourcenverbrauch steigert und die Klimakrise verschärft. Deshalb dürfen wir öffentliche Haushalte nicht einzig und allein über den Schuldenstand messen. Auf einem toten Planeten gibt es keine Schulden. Zukünftig muss gelten: Öffentliche Haushalte sind nur dann gut, wenn sie mit dem Pariser Klimaübereinkommen kompatibel sind. Deshalb ist es richtig, dass wir im EU—Haushalt klare Klimaziele und eine verbindliche Biodiversitätsquote verankern werden. Das kann ein Modell auch für nationale öffentliche Haushalte sein. Wir müssen klimaschädliche Investitionen stoppen. Flughäfen, Autobahnen, große fossile Infrastrukturprojekte oder aber auch die klimaschädliche Landwirtschaft – alles gehört auf den Prüfstand. Und was für öffentliche Investitionen gilt, muss auch für private angewendet werden. Bereits jetzt steigen große Versicherer und Finanzfonds aus der Förderung von fossiler Energie aus. Das ist gut, aber jetzt brauchen wir dafür auch einen verbindlichen Rahmen, der den Unternehmen das Handeln auch leichter macht. Wir müssen raus aus der Förderung von fossiler Energie. Wir können es uns nicht leisten, für kommende Generationen weiter fossile Energie wie Kohle oder Gas zu fördern. Ich möchte mich bei den Berichterstattern, Herrn Siegfried Mureșan und Herrn Paul Tang, für den Bericht bedanken. Lassen Sie uns jetzt gemeinsam dafür sorgen, dass unser Finanzsystem vom Problem zur Lösung wird!","Madam President, in order to halt the climate crisis, we must change the economic rules of the game. We all know that our current financial and economic system increases resource consumption and exacerbates the climate crisis. That is why we must not measure public budgets solely on the basis of debt levels. There is no debt on a dead planet. In the future, the following must apply: public budgets are only good if they are compatible with the Paris Climate Agreement. That is why it is right that we will anchor clear climate targets and a binding biodiversity quota in the EU budget. This can also be a model for national public budgets. We must stop climate-damaging investments. Airports, highways, large fossil fuel infrastructure projects, and climate-damaging agriculture—everything needs to be reviewed. And what applies to public investment must also apply to private investment. Major insurers and financial funds are already pulling out of fossil fuel subsidies. That is good, but now we also need a binding framework that makes it easier for companies to take action. We must move away from promoting fossil fuels. We cannot afford to continue promoting fossil fuels such as coal or gas for future generations. I would like to thank the rapporteurs, Mr. Siegfried Mureșan and Mr. Paul Tang, for the report. Let us now work together to ensure that our financial system becomes part of the solution rather than part of the problem!","de",0.0140845070422535,0.00704225352112676,240,"2020",0,0.0352112676056338
"Zbigniew Kuźmiuk","ECR","Male",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",21,"Pani Przewodnicząca! Panie Komisarzu! Plan inwestycyjny na rzecz zrównoważonej Europy musi przede wszystkim wspierać państwa i regiony mające najtrudniejszy punkt wyjścia i największe wyzwania transformacyjne. Powinien więc uwzględniać ich poziom zamożności mierzony wielkością PKB na mieszkańca, a także wskaźnik ubóstwa energetycznego. W tak trudnej sytuacji jest mój kraj, Polska, którego potrzeby inwestycyjne związane z obecnym celem redukcyjnym tylko do 2030 r. szacowane są na 240 mld euro i są dwukrotnie wyższe od średniej unijnej. W tej sytuacji zmniejszenie środków na Fundusz na rzecz Sprawiedliwej Transformacji, który miał wspierać zielone inwestycje, z przewidywanych przez Komisję 40 mld euro do zaledwie 17,5 mld euro zakładanych w budżecie jest w najwyższym stopniu niepokojące. Jeżeli chcemy zrealizować cele Zielonego Ładu, musimy z jednej strony szanować wybór drogi transformacji dokonany przez poszczególne kraje, z drugiej strony dopuścić wszystkie dostępne technologie produkcji energii ze źródeł takich jak atom, słońce, wiatr, wodór czy gaz ziemny, który jest przecież paliwem pomostowym w procesie odchodzenia od węgla w energetyce. Tylko takie podejście daje szansę, że realizacja Zielonego Ładu wytrzyma próbę czasu i nie będzie skutkowała wprowadzeniem państw członkowskich na ścieżkę różnych prędkości rozwoju gospodarczego i społecznego.","Madam President, Commissioner, an investment plan for a sustainable Europe must, above all, support the countries and regions that are starting from the most difficult position and face the greatest challenges in terms of transformation. It should therefore take into account their level of prosperity, measured by GDP per capita, as well as the energy poverty index. My country, Poland, is in such a difficult situation, with investment needs related to the current reduction target by 2030 alone estimated at EUR 240 billion, which is twice the EU average. In this situation, the reduction in funding for the Just Transition Fund, which was intended to support green investments, from the EUR 40 billion envisaged by the Commission to a mere EUR 17.5 billion in the budget is extremely worrying. If we want to achieve the goals of the Green Deal, we must, on the one hand, respect the choice of transition path made by individual countries and, on the other hand, allow all available energy production technologies from sources such as nuclear, solar, wind, hydrogen, and natural gas, which is, after all, a bridge fuel in the process of moving away from coal in the energy sector. Only such an approach offers the chance that the implementation of the Green Deal will stand the test of time and will not result in Member States being placed on different paths of economic and social development.","pl",0.040650406504065,0.024390243902439,234,"2020",0,0
"Jessica Polfjärd","PPE","Female",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",22,"Fru talman! Den europeiska ekonomin behöver ställa om. Med rätt utformad politik kan vi möjliggöra och finansiera den gröna omställningen. Men vi har inte, varken i det offentliga eller i det privata, oändliga resurser. Hur vi använder pengarna mest effektivt blir därför en avgörande fråga. Likaså är det viktigt att vi får med oss hela unionen, både medborgare och näringsliv. Det offentliga har en viktig roll att spela i det här, både när det kommer till allmänna spelregler men också finansiering. Vi har ett ansvar för att använda våra skattebetalares pengar smart och effektivt. Vi vet dock att det offentliga inte kommer att klara det här på egen hand. Många verkar tro att begränsningar av det privata näringslivet är det som kommer klara den gröna omställningen. Ingenting kunde vara längre från sanningen. Det privata kan och vill bidra till en grönare ekonomi, och de gör det redan i flera sektorer. Rätt utformat kan vi med en grön investeringsplan åstadkomma en ekonomi som sänker utsläppen men också bidrar till jobb och konkurrenskraft. Att hjälpa och stödja snarare än att misstänkliggöra och hindra måste vara den europeiska vägen. Det är bara så vi stakar ut en väg globalt som andra också är beredda att följa och inspireras av.","Madam President, the European economy needs to transform. With the right policies, we can enable and finance the green transition. However, we do not have unlimited resources, either in the public or private sector. How we use our money most effectively is therefore a crucial question. It is also important that we get the whole Union on board, both citizens and businesses. The public sector has an important role to play in this, both in terms of general rules and financing. We have a responsibility to use our taxpayers' money wisely and effectively. However, we know that the public sector will not be able to do this on its own. Many seem to believe that restrictions on the private sector are what will bring about the green transition. Nothing could be further from the truth. The private sector can and wants to contribute to a greener economy, and is already doing so in several sectors. With a well-designed green investment plan, we can achieve an economy that reduces emissions but also contributes to jobs and competitiveness. Helping and supporting rather than mistrusting and hindering must be the European way. Only in this way can we chart a global course that others are also prepared to follow and be inspired by.","sv",0,0.00943396226415094,210,"2020",1,0.0188679245283019
"Maria Arena","S&D","Female",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",23,"Madame la Présidente, les urgences climatiques, mais désormais aussi celles de la crise sanitaire, ont rendu encore plus évident le fait qu’il nous faut gouverner, investir, produire et consommer de manière radicalement différente. Mais ce monde d’après ne deviendra pas une réalité sans impulsion majeure de notre part. Le plan européen d’investissement durable doit être un élément crucial de cette transformation. En effet, si l’on n’investit pas dans les bons secteurs et selon des critères clairs qui servent l’objectif de transformation vers des sociétés capables de répondre à ces crises, ce monde d’après, pourtant bien nécessaire, ne sera qu’un vœu pieux. Dans plusieurs rapports récents, la Cour des comptes européenne a épinglé la Commission en émettant des critiques sérieuses, d’une part, sur la façon dont les fonds européens sont dépensés et, d’autre part, sur le fait que les indicateurs de surveillance de nos dépenses ne sont pas adéquats. Cela signifie que les fonds ne seraient pas utilisés à bon escient, mais aussi que les méthodes d’évaluation que nous utilisons ne sont même pas capables, aujourd’hui, de nous dire précisément si les fonds utilisés ont les effets escomptés. Dans ce cadre, je remercie le travail des deux corapporteurs, qui intègre toutes ces données. Il nous apparaît en effet essentiel que les investissements dans le cadre du plan d’investissement durable, aussi bien privés que publics, respectent le do no harm principle et qu’une part significative des divers instruments financiers soit dédiée au climat et à l’environnement, en accord avec les critères de taxonomie verte. Concernant le monitoring des dépenses, le rapport insiste donc, à raison, sur les besoins d’adopter de nouveaux instruments permettant de s’assurer que les dépenses européennes aillent dans le bon sens. Je terminerai en saluant le travail de Pierre Larrouturou en ce qui concerne la question des moyens pour financer ce fonds. La taxe sur les transactions financières nous permettra en effet d’aller plus vite et plus fort vers l’objectif poursuivi.","Madam President, climate emergencies, and now also health crises, have made it even more obvious that we need to govern, invest, produce, and consume in a radically different way. But this new world will not become a reality without significant impetus on our part. The European sustainable investment plan must be a crucial part of this transformation. Indeed, if we do not invest in the right sectors and according to clear criteria that serve the objective of transforming our societies into ones capable of responding to these crises, this much-needed new world will remain nothing more than a pipe dream. In several recent reports, the European Court of Auditors has criticized the Commission, raising serious concerns about how European funds are spent and the inadequacy of the indicators used to monitor our spending. This means that the funds are not being used wisely, but also that the evaluation methods we use are not even capable, at present, of telling us precisely whether the funds used are having the desired effects. In this context, I would like to thank the two co-rapporteurs for their work, which takes all these factors into account. We believe it is essential that investments under the sustainable investment plan, both private and public, comply with the do no harm principle and that a significant proportion of the various financial instruments be dedicated to climate and the environment, in accordance with green taxonomy criteria. With regard to the monitoring of expenditure, the report rightly emphasizes the need to adopt new instruments to ensure that European expenditure is going in the right direction. I would like to conclude by commending Pierre Larrouturou's work on the issue of how to finance this fund. The financial transaction tax will enable us to move faster and more decisively towards the objective we are pursuing.","fr",0,0.00613496932515337,303,"2020",1,0
"Martin Hojsík","Renew","Male",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",24,"Madam President, two days ago, we achieved something very important for our future, the deal about the MFF, as well as the Next Generation Fund, is not only about ensuring 30% for climate, but also about 10% for biodiversity by 2026. I’m glad that our colleagues in the Council finally understood that we don’t only face a climate crisis, we also face a biodiversity crisis. But our success to become sustainable, our success to achieve carbon neutrality, live within planetary boundaries, can only be done then when its not about 30 or 10%, when its about policy coherence. When the entire budget, the remaining 70%, in terms of climate for example, are not undermining the effort. Our integration of sustainability in our policies and politics has to also cover public funds. Today we discuss the plan to unlock EUR 1 trillion of sustainable investments over ten years. We cannot afford and we don’t want pretty packaging for an empty box, no empty promises and no greenwashing. We already lost many years and cannot lose more. That is why I believe that all EU-supported investments and finance need to be subject to the EU taxonomy, and need to be in line with the ‘do no harm’ principle. We cannot undermine what we will achieve. We need to make sure that not only our left hand knows what our right hand is doing, but that we work hand-in-hand.","Madam President, two days ago, we achieved something very important for our future, the deal about the MFF, as well as the Next Generation Fund, is not only about ensuring 30% for climate, but also about 10% for biodiversity by 2026. I’m glad that our colleagues in the Council finally understood that we don’t only face a climate crisis, we also face a biodiversity crisis. But our success to become sustainable, our success to achieve carbon neutrality, live within planetary boundaries, can only be done then when its not about 30 or 10%, when its about policy coherence. When the entire budget, the remaining 70%, in terms of climate for example, are not undermining the effort. Our integration of sustainability in our policies and politics has to also cover public funds. Today we discuss the plan to unlock EUR 1 trillion of sustainable investments over ten years. We cannot afford and we don’t want pretty packaging for an empty box, no empty promises and no greenwashing. We already lost many years and cannot lose more. That is why I believe that all EU-supported investments and finance need to be subject to the EU taxonomy, and need to be in line with the ‘do no harm’ principle. We cannot undermine what we will achieve. We need to make sure that not only our left hand knows what our right hand is doing, but that we work hand-in-hand.","en",0,0,236,"2020",0,0.0353982300884956
"Henrike Hahn","Greens/EFA","Female",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",25,"Frau Präsidentin! Der Green Deal ist ein ehrgeiziges Konjunkturprogramm für eine sozialökologische Wende in Europa – für Klima, für Umwelt und für die Menschen. Der Investitionsplan für ein nachhaltiges Europa und dabei auch der Mechanismus für einen gerechten Übergang sollen nachhaltiges soziales Wirtschaften mit den Pariser Klimazielen zusammenbringen. Und ich finde es immer wieder erstaunlich, auch als Berichterstatterin zu zwei Säulen des Mechanismus für einen gerechten Übergang im Ausschuss für Wirtschaft und Währung, gerade immer wieder zu erleben, mit wie viel Widerstand bis in die kleinsten Details dieses kluge Konzept Green Deal im Parlament, im Rat und auch in der Kommission torpediert oder verzögert wird. Die EU-Taxonomie-Verordnung enthält klare Leitlinien dazu, was nachhaltig ist, und da haben wir ein gutes, ausbaufähiges Instrument. Und da muss doch bei der Anwendung nicht so umeinander geschachert werden, um nur ein Beispiel zu nennen. Wenn die EU-Mitgliedstaaten ihre Wirtschaft und öffentlichen Ausgaben mit dem Green Deal in Einklang bringen, dann ist das eine große Chance, und dieser Push muss von der EU ausgehen. Der Green Deal ist unsere große Chance in Europa.","Madam President, the Green Deal is an ambitious economic stimulus package for a socio-ecological transition in Europe – for the climate, for the environment, and for the people. The investment plan for a sustainable Europe, including the Just Transition Mechanism, aims to combine sustainable social economic activity with the Paris climate targets. And I find it astonishing time and again, also as rapporteur for two pillars of the Just Transition Mechanism in the Committee on Economic and Monetary Affairs, to see how much resistance there is to this clever Green Deal concept, right down to the smallest details, and how it is being torpedoed or delayed in Parliament, in the Council, and also in the Commission. The EU Taxonomy Regulation contains clear guidelines on what is sustainable, and we have a good, expandable instrument in this regard. And there should be no need to haggle over its application, to give just one example. If the EU Member States bring their economies and public spending into line with the Green Deal, this will be a great opportunity, and this push must come from the EU. The Green Deal is our great opportunity in Europe.","de",0,0.05,193,"2020",1,0
"Anna Zalewska","ECR","Female",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",26,"Pani Przewodnicząca! Panie Komisarzu! Aby realizować założenia Zielonego Ładu, aby inwestować zielono, należy pamiętać, że trzeba to robić dla obywateli i z obywatelami, że trzeba to robić w sposób sprawiedliwy, solidarny, elastyczny i jednocześnie realny. Niestety solidarność, elastyczność i sprawiedliwość legły już w gruzach w prawie klimatycznym. Tam nie ma solidarności europejskiej, solidarności energetycznej czy solidarności w dążeniu do zerowej emisyjności na poziomie Unii Europejskiej. O obywatelach zapomnieliśmy. W ocenie wpływu mamy informację, że dojdzie do utraty milionów miejsc pracy, a 25% obywateli będzie żyło w ubóstwie energetycznym. Nie pokazujemy, w jaki sposób temu zaradzimy. Jednocześnie w sprawozdaniu widzimy, że mamy ogromną lukę inwestycyjną, że nie mamy po prostu na to pieniędzy. W komunikacie Komisji Europejskiej, która liczy, ile potrzebuje pieniędzy na realizację celu 40%, nie mówiąc już o 60%, pada kwota 662 mld euro rocznie. Z drugiej strony Komisja obcina środki na Fundusz na rzecz Sprawiedliwej Transformacji i ma też ochotę zawłaszczyć ETS, a przed nami przecież przegląd ETS. Trzeba ten system wzmocnić, dać mu większe możliwości w funduszu modernizacyjnym, a przede wszystkim pomyśleć o stworzeniu nowego funduszu sprawiedliwości energetycznej, bo tak będzie sprawiedliwie, solidarnie, realnie i bliżej obywateli.","Madam President, Commissioner, in order to implement the Green Deal and invest green, we must remember that this must be done for citizens and with citizens, and that it must be done in a fair, solidarity-based, flexible, and realistic manner. Unfortunately, solidarity, flexibility, and fairness have already been destroyed in climate law. There is no European solidarity, no energy solidarity, and no solidarity in the pursuit of zero emissions at the European Union level. We have forgotten about the citizens. The impact assessment tells us that millions of jobs will be lost and 25% of citizens will live in energy poverty. We are not showing how we are going to remedy this. At the same time, the report shows that we have a huge investment gap, that we simply do not have the money for this. In its communication, the European Commission, which is calculating how much money it needs to achieve the 40% target, not to mention 60%, puts the figure at EUR 662 billion per year. On the other hand, the Commission is cutting funding for the Just Transition Fund and also wants to take over the ETS, and we have a review of the ETS ahead of us. This system needs to be strengthened, given greater opportunities in the modernization fund, and, above all, consideration should be given to creating a new energy justice fund, because that would be fair, solidarity-based, realistic, and closer to the citizens.","pl",0.0258620689655172,0.0603448275862069,240,"2020",1,0.00862068965517241
"Isabel Benjumea Benjumea","PPE","Female",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",27,"Señora presidenta, en primer lugar, querría aprovechar esta intervención para decir que no comparto la decisión del presidente Sassoli de haber cuasi cerrado el Parlamento Europeo y haber limitado al mínimo la actividad de esta institución tan importante. Precisamente en un momento en el que Europa está viviendo una terrible crisis sanitaria, social y económica, necesita que sus instituciones estén trabajando al tiempo. Hoy hemos venido a hablar del Green Deal, de cómo financiar el Green Deal. Sin duda, es la gran apuesta europea, es el gran proyecto de la Comisión y, por supuesto, cuenta con el respaldo del Parlamento Europeo. Pero yo les pediría a sus señorías que no perdamos la perspectiva de lo que está ocurriendo ahora mismo en Europa, que no perdamos la perspectiva de que hay miles de empresarios teniendo que cerrar sus negocios, miles de ciudadanos europeos perdiendo sus empleos; que las colas del hambre cada día son más largas en Europa. Por lo tanto, el Green Deal tiene que servir para la primera y principal prioridad, que es crear empleo. El Green Deal no puede ser un proyecto para satisfacer las ideologías de ciertos partidos políticos. Debemos crear una Europa competitiva, una Europa que apueste por la innovación, una Europa que apueste por el sector privado; debemos apostar por una Europa que trabaje para dar soluciones a los problemas reales. El Green Deal tiene que ser una realidad, siempre y cuando sirva para crear empleo, para hacernos más competitivos y para hacernos más fuertes. Y si tenemos eso en la cabeza, será algo bueno para Europa, y si no, los ciudadanos pronto nos pedirán cuentas.","Madam President, first of all, I would like to take this opportunity to say that I do not agree with President Sassoli's decision to have virtually closed the European Parliament and limited the activity of this very important institution to a minimum. At a time when Europe is experiencing a terrible health, social, and economic crisis, it needs its institutions to be working at the same time. Today we have come to talk about the Green Deal, about how to finance the Green Deal. It is undoubtedly Europe's big bet, it is the Commission's big project and, of course, it has the support of the European Parliament. But I would ask you, ladies and gentlemen, not to lose sight of what is happening in Europe right now, not to lose sight of the fact that thousands of entrepreneurs are having to close their businesses, thousands of European citizens are losing their jobs, and that the queues for food are getting longer every day in Europe. Therefore, the Green Deal must serve the first and foremost priority, which is to create jobs. The Green Deal cannot be a project to satisfy the ideologies of certain political parties. We must create a competitive Europe, a Europe that is committed to innovation, a Europe that is committed to the private sector; we must commit to a Europe that works to provide solutions to real problems. The Green Deal must become a reality, as long as it serves to create jobs, make us more competitive, and make us stronger. If we keep this in mind, it will be a good thing for Europe; if not, citizens will soon hold us accountable.","es",0.00709219858156028,0.0141843971631206,277,"2020",1,0.0141843971631206
"Margarida Marques","S&D","Female",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",28,"Senhora Presidente, começo por agradecer a Paul e a Siegfried este relatório que nos deu a oportunidade de fazer este debate aqui no plenário. Todos nós sabemos: não há trade-off entre recuperação sustentável e progresso económico. Precisamos de transformar a economia. Mitigar os efeitos das alterações climáticas. O custo da inação será, seguramente, muito mais elevado para a Europa e para o mundo. Precisamos de investimento sustentável... Mas, para isso, temos que dar condições ao setor público e privado. A pandemia está a ter um impacto brutal nas finanças públicas. O Produto Interno Bruto teve quedas históricas. Deficits superiores a 10 % e em Estados—Membros longe de ficarem abaixo dos 3 % no curto prazo. Dívida pública quase a chegar aos 200 %. A União tem que reformar as regras orçamentais. A regra da dívida pública. Procurar soluções para incentivar investimento sustentável. Os efeitos da pandemia nas dívidas públicas não é um problema de um país nem da Europa. Está a ser - dificilmente seria diferente - um problema global. Por isso, lanço hoje, aqui, um desafio a todos os líderes: a realização de um debate alargado, nas instituições internacionais competentes e com os atores apropriados, sobre como lidar com os elevados níveis de dívida pública e como criar condições para promover investimento sustentável. E convido a Comissão Europeia a lançar esta iniciativa.","Madam President, I would like to begin by thanking Paul and Siegfried for this report, which has given us the opportunity to hold this debate here in plenary. We all know that there is no trade-off between sustainable recovery and economic progress. We need to transform the economy. We need to mitigate the effects of climate change. The cost of inaction will certainly be much higher for Europe and for the world. We need sustainable investment... But to achieve this, we must create the right conditions for the public and private sectors. The pandemic is having a brutal impact on public finances. Gross domestic product has fallen to historic lows. Deficits are above 10% and Member States are far from reaching below 3% in the short term. Public debt is approaching 200%. The Union must reform its budgetary rules. The public debt rule. Seek solutions to encourage sustainable investment. The effects of the pandemic on public debt are not a problem for one country or for Europe. It is – and it could hardly be otherwise – a global problem. That is why I am today issuing a challenge to all leaders: to hold a broad debate, in the relevant international institutions and with the appropriate actors, on how to deal with high levels of public debt and how to create conditions to promote sustainable investment. And I invite the European Commission to launch this initiative.","pt",0,0,236,"2020",1,0
"Ondřej Kovařík","Renew","Male",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",29,"Madam President, Executive Vice-President, in order to truly deliver on the ambitious objectives of the European Green Deal, it must be sustainable not only environmentally, but also socioeconomically. To achieve this goal, we need to mobilise an unprecedented level of investment. In terms of public funds, we will have many instruments in our toolbox under the umbrella of the next MFF and recovery plan. But public funds will not, simply, be enough. Rough estimates of the level of investments required clearly show this. Without attracting private investors, we will miss the target. The EU and Member States must work together to tap into synergies between public and private finance. We have to create favourable business environments, adequate regulatory frameworks, relevant and accessible financial instruments, and above all, incentives for companies to invest in sustainable technologies. Our business sector will be a key enabler to climate-related policies. SMEs will be front—line actors in this regard. Therefore, we need to assist their efforts through appropriate policy action. Finally, it is also essential that sufficient funding is available for the regions and people who will be most acutely affected by the transition to more sustainable economic activities.","Madam President, Executive Vice-President, in order to truly deliver on the ambitious objectives of the European Green Deal, it must be sustainable not only environmentally, but also socioeconomically. To achieve this goal, we need to mobilise an unprecedented level of investment. In terms of public funds, we will have many instruments in our toolbox under the umbrella of the next MFF and recovery plan. But public funds will not, simply, be enough. Rough estimates of the level of investments required clearly show this. Without attracting private investors, we will miss the target. The EU and Member States must work together to tap into synergies between public and private finance. We have to create favourable business environments, adequate regulatory frameworks, relevant and accessible financial instruments, and above all, incentives for companies to invest in sustainable technologies. Our business sector will be a key enabler to climate-related policies. SMEs will be front—line actors in this regard. Therefore, we need to assist their efforts through appropriate policy action. Finally, it is also essential that sufficient funding is available for the regions and people who will be most acutely affected by the transition to more sustainable economic activities.","en",0.0181818181818182,0.00909090909090909,194,"2020",0,0.00909090909090909
"Elżbieta Kruk","ECR","Female",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",30,"Pani Przewodnicząca! Plan inwestycyjny na rzecz zrównoważonej Europy to jeden z podstawowych elementów Europejskiego Zielonego Ładu. Nie da się jednak poprzeć przedłożonego nam dokumentu. Brak tu przede wszystkim wystarczająco ambitnego planu finansowego, bez którego realizacja transformacji może doprowadzić do niepowetowanych szkód społeczno-gospodarczych. Nie przewiduje się długoterminowego wsparcia państw i regionów, przed którymi stoją najtrudniejsze wyzwania, tak by nie wprowadzić Unii na ścieżkę różnych prędkości. Nie ma gwarancji elastyczności wyboru drogi transformacji, wreszcie nie poddaje się refleksji faktu, że wcześniej przygotowane rozwiązania nie brały pod uwagę takiego tąpnięcia gospodarczego, z jakim mamy do czynienia. Transformacja energetyczna to ogromne obciążenie finansowe. Czy w dobie kryzysu znajdą się w Unii konieczne na to zasoby gospodarcze? Coraz częściej pojawiają się głosy ekspertów, by transformację spowolnić, ponieważ priorytetem musi być w tej chwili wyjście z kryzysu spowodowanego strategią przyjętą przez państwa w związku z koronawirusem, w szczególności lockdown gospodarki. Środki działań antykryzysowych muszą być więc tak dobrane, by chronić klimat i środowisko bez dalszej szkody dla gospodarki. Należy rozważyć zawieszenie na czas kryzysu systemu handlu emisjami CO2 oraz prac nad Europejskim Zielonym Ładem w ogóle. Zwolnijmy tempo unijnej ideologicznej polityki klimatycznej, by nie doprowadzić do katastrofy, za którą zapłacą przyszłe pokolenia. Czas na lockdown Zielonego Ładu.","Madam President, the investment plan for a sustainable Europe is one of the fundamental elements of the European Green Deal. However, it is impossible to support the document presented to us. Above all, it lacks a sufficiently ambitious financial plan, without which the implementation of the transition may lead to irreparable socio-economic damage. There is no provision for long-term support for the countries and regions facing the most difficult challenges, so as not to put the Union on a path of different speeds. There is no guarantee of flexibility in choosing the path of transformation, and finally, there is no reflection on the fact that the solutions prepared earlier did not take into account the economic collapse we are currently facing. The energy transition is a huge financial burden. Will the EU have the necessary economic resources for this in times of crisis? Experts are increasingly calling for the transition to be slowed down, as the priority at the moment must be to emerge from the crisis caused by the strategy adopted by countries in response to the coronavirus, in particular the lockdown of the economy. Anti-crisis measures must therefore be designed to protect the climate and the environment without further damage to the economy. Consideration should be given to suspending the CO2 emissions trading system and work on the European Green Deal in general for the duration of the crisis. Let's slow down the pace of the EU's ideological climate policy so as not to lead to a catastrophe that future generations will pay for. It's time to lock down the Green Deal.","pl",0.0152671755725191,0,264,"2020",1,0.0381679389312977
"Othmar Karas","PPE","Male",2020-11-12,"8. Sustainable Europe Investment Plan - How to finance the Green Deal (debate)",31,"Frau Präsidentin, meine sehr geehrten Damen und Herren! Der Green Deal, NextGenerationEU, das Langzeitbudget, der vorgelegte Investitionsplan gehören zusammen. Das ist ein Paket. Es ist nicht nur ein Investitions— und ein Finanzierungspaket, es ist auch ein Zukunftspaket, und für uns ist NextGenerationEU die Öffnung eines großen Fensters in die Zukunft. Und Ursula von der Leyen hat es sehr klar ausgedrückt: Wenn man so viel Geld mobilisiert, so viel Investitionsbedarf hat, so viel neues Geld aufnimmt, dann muss das Paket ein Ziel haben – der jungen Generation, den Kindern und ihren Enkeln eine bessere, eine grünere, eine digitalere, eine demokratischere, eine sozialere Europäische Union und hoffentlich auch Welt zu hinterlassen. Und darum geht es: die Zweckbindung vorzunehmen, und wir investieren daher zweckgebunden, und der Green Deal ist das Herzstück von NextGenerationEU. Und das ist nicht eine Geldausgabe, es ist eine Investition, und die Investition soll weitere Investitionen schaffen. Das ist unser Ziel. Das ist der Stufenplan und das müssen wir als Ganzes sehen. Es ist ein Programm für eine ever closer union. Es ist ein Programm für die Wahrnehmung von Zukunftsverantwortung durch die Europäische Union.","Madam President, ladies and gentlemen, the Green Deal, NextGenerationEU, the long-term budget, and the investment plan that has been presented all belong together. They form a package. It is not just an investment and financing package, it is also a package for the future, and for us, NextGenerationEU opens a large window onto the future. And Ursula von der Leyen has made it very clear: when you mobilize so much money, have so much investment need, raise so much new money, then the package must have a goal—to leave behind a better, greener, more digital, more democratic, more social European Union and, hopefully, world for the younger generation, for children and their grandchildren. And that is what it is all about: earmarking funds, and that is why we are investing in a targeted manner, and the Green Deal is at the heart of NextGenerationEU. And this is not spending money, it is an investment, and the investment is intended to generate further investment. That is our goal. That is the step-by-step plan, and we must see it as a whole. It is a program for an ever closer union. It is a program for the European Union to take responsibility for the future.","de",0,0.03125,203,"2020",0,0.0416666666666667
